,Date,Title,Article
536,2018-06-29,Trillion dollar wipeout: world stocks' worst first half since 2010,"© Reuters. Trillion dollar wipeout: world stocks' worst first half since 2010
By Marc Jones
LONDON (Reuters) - If last year's financial markets boom was down to a 'Goldilocks' global economy, 2018 has so far been all about the bears, with the worst start to a year for world stocks since 2010.
A grizzly mix of U.S.-China trade tensions, central banks turning off the money taps and cooling growth in hotspots including Europe has wiped a trillion dollars off MSCI's 47-country world index.
A pumped-up dollar ( ), which has had its best first half in three years, and a 16 percent leap in oil prices ( ) have played a big role too clobbering emerging markets particularly hard.
Argentina's peso and Turkey's lira < > have been shredded 30 and 17 percent, respectively, Chinese stocks have entered bear market territory and EM equities ( ) have slumped 10 percent, or 17 percent excluding a brief January surge.
""People just woke up to the fact that something has changed,"" said London & Capital's Chief Investment Officer Pau Morilla-Giner.
As well as the escalation in global trade tensions ""there has been a realization that the big central banks aren't thinking about stimulating the economy anymore, they are trying to build up capacity in case of recession.""
(Graphic: World stocks have worst H1 since 2010 - https://reut.rs/2IyNguk)
Still, it hasn't been a doom-fest everywhere.
One Wall Street bellwether, the S&P 500 ( ), is clinging on in positive territory and while the trade jitters have sapped the Dow Jones Industrial ( ), the Nasdaq ( ) has set records this month.
As a set, the FAANGs (Facebook, Amazon, Apple (NASDAQ: ), Netflix (NASDAQ: ) and Google (NASDAQ: )) are up almost 40 percent despite having $400 billion wiped off their combined value in March when it was revealed Facebook misused 50 million of its users' data.
Netflix has more than doubled in price this year, Amazon (O: ) is up 45 percent and Facebook (O: ) is fully recovered and up over 11 percent. Also, for all the pressure heaped on China in recent months, its tech giant Alibaba (K: ) is up 11 percent.
YUAN TO AVOID?
Among the major currencies, the dollar is up almost 3 percent against the euro ( ) and nearly 2 percent versus the safe-haven yen ( ).
For emerging markets that rise has been a wrecking ball. On top of the ailing lira and peso, Brazil's real is down 14 percent, India's rupee 7 percent, 10 percent and - despite the oil rally - Russia's rouble 9 percent.
(Graphic: EM FX H1 performance - https://reut.rs/2NaEzu7)
Having been the stars of 2017, MSCI's EM equities index ( ) is down 8 percent and local currency and dollar-denominated EM bonds have fallen 6 percent and 5 percent respectively .
What has caused the most concern though has been China.
Stocks there entered a bear market this week having dropped 20 percent from their January peaks, while the yuan < > has just had its worst month on record.
With China the biggest consumer of industrial commodities, its misfiring economy has also contributed to the respective 9 and 15 percent declines in the price of and zinc , used in things like pipes and galvanized steel.
""What tends to move markets the most tends to be issues with China,"" said Sharmin Mossavar-Rahmani, Chief Investment Officer for Private Wealth Management at Goldman Sachs (NYSE: ), saying it was both her biggest short-term and longer-term worry.
""These tensions with the U.S. are not going to disappear, they are just going to ebb and flow,"" she said, adding the economy was also imbalanced and had very high debt levels.
Another 2017 high-flier, cryptocurrency Bitcoin ( ), has lost 60 percent, but even traditional safe havens have failed to provide protection over the last few months.
Another two U.S. interest hikes have seen Treasuries ( ) cost holders 3 percent this year and German Bunds ( ) and gold < > are both down 4 percent.
Italy's government bonds meanwhile have plunged 13 percent this quarter as an anti-establishment government took charge in Rome and the European Central Bank confirmed its mass bond buying program will end this year.
In contrast to Wall Street and 's solid first halves, euro zone stocks are down too, having lost roughly 6 percent.
(Graphic: Global markets in H1 2018 - https://reut.rs/2IBX1Im)"
537,2018-06-29,Forex - Pound Rallies as UK Growth Revised Higher,"Pound moves higher after slightly stronger UK growth data
Investing.com - Sterling rallied on Friday morning following the release of better than forecast growth figures for the first quarter, increasing chances of a in August.
At 6:34AM ET (10:34GMT), gained 0.50% to 1.3143.
On Thursday, amid household debt and Brexit concerns, the pound dived to 1.3055, its weakest level since November 2017.
On Friday, the UK Office for National Statistics released its final reading of British for the first quarter of the year showing 0.2% growth quarter-over-quarter. Analysts had expected sluggish growth of just 0.1%.
grew by 1.2% on a year-over-year basis in the first quarter, in line with expectations. Year-over-year previous quarter growth was revised upward from 1.2% to 1.3%.
The Bank of England predicts growth for the second quarter of 0.4%, the ONS will release Q2 GDP on August 10.
At £17.7 billion ($23.3 billion), the beat forecasts and was at its lowest level in a year.
The revision in Q1 growth is in line with comments from the Bank of England that first quarter data is often subject to revision. The upward revision increases the likelihood that the BoE will raise rates at its August meeting from 50% to 60%.
Dovish comments from incoming BoE policymaker Jonathan Haskel earlier this week hit expectations for an August rate hike as he said there may be more slack than previously thought in the UK economy.
The pound was also lifted on more positive comments coming from the taking place in Brussels.
The EU’s chief negotiator Michel Barnier said on Friday that the UK and EU had made progress in Brexit talks and that the pending White Paper from the UK would be ‘valuable and workable’.
The UK’s White Paper on the exit from the European Union is scheduled to be released on the 9 July, following a Cabinet meeting at Chequers on 5 and 6 July.
In the early hours of Friday morning, the 28 members of the European Union made initial agreements on the issue of migration. As German Chancellor Angela Merkel’s position now looks more stable, the euro pushed higher.
At 6:36AM ET (10:36GMT), increased 0.61% to 1.1638, while was at 0.8855, up 0.11%.
The , which measures the strength of the greenback against a basket of six major currencies was down 0.46% to 94.56.
Sterling edged higher against other major currencies, gaining 0.55% to 27 against the safe haven .
Traders will be watching the EU Leaders Summit for more details on Brexit while for June will be released next week."
538,2018-06-29,"Euro jumps on EU migration deal, yuan falls again on trade worries","© Reuters. FILE PHOTO: The German Bundesbank presents the new 50 euro banknote at it's headquarters in Frankfurt
By Hideyuki Sano
TOKYO (Reuters) - The euro jumped more than a half cent on Friday after European Union leaders reached an agreement on migration, a thorny issue that has threatened EU unity and the fate of German Chancellor Angela Merkel.
Still, the is on course to make its first quarterly gain in six while the looks set to post its biggest fall for a month as traders increasingly worry about the impact of Sino-U.S. trade disputes.
""It's a bit strange but the dollar is strong because investors repatriate funds due to worries about trade disputes, with emerging markets hit the hardest,"" said a trader at a U.S. bank.
""It's just a matter of time before this will hit developed markets too,"" he said. ""When markets see real damage from trade friction in economic data, we could see much larger moves,"" he added.
The euro rose as high as $1.1650 ( ), extending its recovery from the one-week low of $1.15275 touched on Thursday, after EU leaders reached the deal on migration.
If unresolved, the row would have sent a damaging signal about EU unity at a time when the bloc is being assailed by U.S. President Donald Trump on trade and struggling to deal with the legacy of its 2015 crisis, which saw more than one million refugees and migrants enter Europe.
It would have been especially dangerous for Merkel, the EU's longest serving leader, who came under intense pressure from her conservative allies in Bavaria to deliver a deal on migration in Brussels.
The deal improved risk sentiment, undermining the yen while lifting growth-linked currencies such as the Australian dollar.
The yen fell 0.25 percent to 110.75 to the dollar while Australian dollar rose 0.3 percent to $0.7376.
TRADE WAR FEARS
The dollar index against a basket of six major currencies ( ) ( ) stood down 0.5 percent at 94.936 after having risen to as high as 95.534 on Thursday, a level last seen almost a year ago.
Despite Friday's drop, the index was up 5.5 percent this quarter, its first rise since the final quarter of 2016.
The dollar's gains partly stemmed from the prospects of rising U.S. interest rates on the back of solid expansion in the U.S. economy.
During the past week, the greenback was helped by repatriations ahead of the end of quarter and a half year.
But its overall strength, especially against many emerging currencies, is likely to reflect repatriation on increasing worries about U.S. trade disputes, some traders also said.
One notable currency that has weakened against the dollar is China's yuan , which fell to a 7 1/2-month low of 6.6441 on Friday.
It has lost 3.5 percent this month, surpassing the 2.7 percent fall seen in August 2015, when Beijing shocked markets by unexpectedly guiding the yuan sharply lower.
""We have Chinese economic data coming up tomorrow, one of the first readings after trade tensions have escalated. Chinese PMIs have been essentially flat for some time but if it shows a major deterioration, that could worsen sentiment,"" said Kyosuke Suzuki, director of forex at Societe Generale (PA: ), referring to the official manufacturing Purchasing Managers' Index due on Saturday.
Caution about a further fall in the yuan was palpable in the options market."
539,2018-06-28,Forex - Dollar Flat as U.S. Economy Slows in First Quarter,"© Reuters.
Investing.com – The U.S. dollar's recent run higher against its rivals Thursday was held back by weaker U.S. economic data showing the economy expanded at a slower-than-expected rate in the first quarter of the year.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, rose by 0.14% to 94.89.
slowed to a 2% annual rate in the January to March period, the Commerce Department said in its final estimate on Thursday, missing economists’ forecast of 2.2%.
The U.S. Department of Labor reported that rose by 9,000 to a seasonally adjusted 227,000 for the week ended June 23. That was well above economists’ estimate for rise to 220,000.
A rampant euro, meanwhile, also weighed on upside in the greenback as traders piled into the single currency amid data showing in some German regions was above the ECB's target rate.
bounced from a session low of $1.1527 to trade 0.24% higher at $1.1581.
, meanwhile, moved off seven-month lows, and last traded at $1.3089, down 0.19%, as potential Brexit-related headline risks from the European Summit have been limited as the EU's migrant crisis dominated discussions.
Safe-haven currencies struggled to pare back losses from a day earlier as rose 0.08% to Y110.34, while rose 0.04% 0.9975.
fell 0.68% to C$1.3250 as oil prices gave up some of their gains, stifling the loonie, amid reports the White House was considering easing its tough stance on nations that import Iranian crude."
540,2018-06-28,Bank of America Strategist Says He's Never Been This Bullish on the U.S. Economy,"© Bloomberg. U.S. one-hundred dollar bills are arranged for a photograph in Hong Kong, China, on Monday, July 20, 2015. The yuan has proven to be among the more resilient emerging-market currencies this year, having fallen less than 0.1 percent versus the dollar as China cut interest rates and the U.S. prepared to raise. Photographer: Bloomberg/Bloomberg
(Bloomberg) -- One long-time dollar bull says the greenback’s charge is just getting started. He just can’t find any clients who agree.
David Woo, head of global rates and foreign exchange strategy at Bank of America , is pounding the table that the dollar’s more than 6 percent rally since mid-April will intensify whether trade tensions dissipate or ratchet higher.
""I’ve never been this bullish the U.S. economy in 20 years I’ve been doing this,"" the strategist said in an interview on Bloomberg Radio, citing the effects of the tax overhaul on corporate behavior. ""That’s the fundamental story here, which is that this economy is growing gangbusters and the market remains in denial.""
His preferred way to express a dollar bias is relative to the .
Should trade tensions intensify, European and emerging market economies will bear the brunt of the damage, and those currencies will fall relative to the greenback, he argued. If not, ""this economy is going to go crazy and I’m telling you the dollar is going to surge because we’re going to see a massive repricing of the federal funds rate,"" said Woo.
Indeed, market proxies for how much the U.S. central bank will increase rates during this tightening cycle have ebbed somewhat in recent weeks.
Woo’s take on positioning and sentiment informs his stance on the world’s reserve currency.
Visiting clients on the West Coast, he said he couldn’t find a single one that was long the dollar -- even amid its tear.
Macro tourists, or as Woo calls them cross-over investors, have not aggressively pared their exposure to emerging markets even as those currencies have come under pressure, perhaps due to a dearth of liquidity.
""This also leads me to think that there’s no question this dollar rally is going to keep going,"" he said. ""If you earn 3 percent buying JPMorgan paper, why the hell would you want to buy Brazil at 6 percent?""
If roughly 10 to 20 percent of those crossover investors exited their positions, there would be ""a shockwave through emerging markets,"" said Woo.
As if this wasn’t bad enough, check out this chart:
Meanwhile, China’s need for easier monetary conditions amid a softening economy, ongoing deleveraging campaign, and less supportive global growth backdrop means Beijing has ""a gun pointed at their head"" and no choice but to let their currency decline, he added."
541,2018-06-28,"Forex - Dollar Steady near 11-Month Highs, Trade Uncertainty Caps Gains","© Reuters. Dollar steady near 11-month highs, trade uncertainty caps gains
Investing.com - The dollar was trading near eleven-month highs against a basket of the other major currencies on Thursday, but gains were held in check as uncertainty over U.S. trade policy limited gains.
The , which measures the greenback’s strength against a basket of six major currencies, was trading 95.06 by 03:49 AM ET (07:49 AM GMT) after climbing 0.65% in the previous session.
Concerns over trade tensions eased on Wednesday after the Trump administration appeared to back away from a blanket ban on , instead is talking about using a strengthened security review process to deal with the issue.
But uncertainty remained after White House economic adviser Larry Kudlow told Fox Business Network later on Wednesday that Trump's announced plan did not indicate a softened stance on China.
The dollar was a touch higher against the yen, at 110.32, holding below the highs of 110.48 hit on Wednesday.
The euro was slightly higher against the dollar, with up 0.1% to 1.1563 after dropping 0.8% a day earlier.
The pound slid lower, with losing 0.18% to trade at 1.3091.
The trade sensitive Australian and New Zealand dollars remained under pressure, with last at 0.7342, not far from the one-and-a-half year low of 0.7322 reached on Wednesday.
was down 0.44% at a one-year low of 0.6763."
542,2018-06-28,"Dollar steady, capped by confusion over U.S. stance on China investment","© Reuters. FILE PHOTO: Illustration photo of U.S. Dollar and China Yuan notes
By Shinichi Saoshiro
TOKYO (Reuters) - The dollar was steady against its peers on Thursday, having failed to extend overnight gains amid conflicting signals from Washington on a proposal to restrict Chinese investment as the bitter U.S.-China trade row kept financial markets on edge.
Demand stoked by the looming end of 2018's first half was seen supporting the dollar, which was not dented by lower U.S. yields and a slide in Wall Street shares.
The ( ) against a basket of six major currencies stood steady at 95.266 after rallying 0.65 percent the previous day.
The greenback had advanced after U.S. President Donald Trump said on Wednesday he will use a strengthened national security review process to thwart Chinese acquisitions of sensitive American technologies, a softer approach than imposing China-specific investment restrictions.
There was, however, some confusion about Washington's intentions - with U.S. shares making an about-turn and dropping - after White House economic adviser Larry Kudlow told Fox Business Network later on Wednesday that Trump's announced plan did not indicate a softened stance on China.
Treasury Secretary Steven Mnuchin had favored a more measured and global approach to protecting U.S. technology, using authority approved by Congress, while White House trade adviser Peter Navarro, the administration's harshest China critic, had argued for China-specific restrictions.
""The dollar has managed to stay buoyant despite a drop in Treasury yields and risk-off in U.S. stocks due to half year-end flows, which involves U.S. investors buying back the dollar,"" said Yukio Ishizuki, senior currency strategist at Daiwa Securities in Tokyo.
""It remains to be seen how long flow-driven bids can support the dollar. Headlines on trade issues will continue to dictate direction once such flows subside.""
The dollar was flat at 110.23 yen . The currency rose to 110.49 the previous day before pulling back slightly following Kudlow's comments on Trump's investment restriction plans.
The euro was a shade higher at $1.1567 ( ) after shedding 0.8 percent overnight. Concerns over political complications in Germany are expected to be a drag on the single currency.
German Chancellor Angela Merkel's fragile coalition government faces potential collapse as the Christian Social Union (CSU), her Bavarian ally, has threatened to defy her and impose border controls unless their demands to reduce Germany's immigration burden are met.
At the European Council Summit later on Thursday, Merkel will try to secure agreements on immigration on a continental level to appease the CSU.
""The odds are seemingly against Merkel obtaining a meaningful solution and the euro looks set to suffer further declines depending on the headlines coming out of the summit,"" said Daisuke Karakama, chief market economist at Mizuho Bank.
The Australian dollar managed a modest bounce after sliding the previous day on lingering U.S.-China trade tensions. The was up 0.2 percent at $0.7356 after plumbing a 1-1/2-year trough of $0.7323 on Wednesday."
543,2018-06-27,Forex - Dollar Gets Lift From Easing Trade War Fears,"© Reuters.
Investing.com – The U.S. dollar rose sharply against its rivals Wednesday, as a rout of safe-haven currencies prompted traders to pile into the greenback after the White House softened its stance on restricting foreign investment.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, rose by 0.48% to 94.81.
U.S. President Donald Trump said he would back Congress' passage of the Foreign Investment Risk Review Modernization Act (FIRRMA), which would expand the powers of the Committee on Foreign Investment in the United States (CFIUS), helping it combat alleged theft of U.S. intellectual property by China.
The decision to back CFIUS and not the somewhat harsher International Emergency Economic Powers Act of 1977 – which would have allowed Trump to unilaterally impose restrictions – sparked risk appetite, sending safe-haven currencies like the yen and Swiss franc sharply lower against the greenback.
rose 0.25% to Y110.34, while rose 0.50% 0.9962.
Mixed U.S. economic data showing an unexpected narrowing of the U.S. trade deficit and weaker durable goods orders did little to curb demand for the dollar.
The Commerce Department said on Wednesday fell 0.3% last month, missing economist forecast for a 0.5% rise.
The narrowed to $64.85 billion, well below economists' forecasts of $68.9 billion, from a revised $67.34 billion.
The dollar's move higher was also supported by a slump in both the euro and sterling as the latter was weighed down by Brexit angst, and uncertainty as to whether the Bank of England would hike interest rates this year.
fell 0.54% to $1.1585, while fell 0.62% to $1.3142.
rose 0.02% to C$1.3309 as rallying oil prices continued to support the loonie, limiting gains in the currency pair, after the Energy Information Administration's weekly report showed a massive ."
544,2018-06-27,Forex - Dollar Hits Day’s Highs as U.S. Backs off Escalating Trade Spat,"© Reuters. Dollar hits day’s highs as U.S. backs off escalating trade spat
Investing.com - The dollar rose to the day’s highs against a currency basket on Wednesday, reversing earlier losses after the Trump administration backed away from escalating the trade spat between Washington and Beijing.
The , which measures the greenback’s strength against a basket of six major currencies, was up 0.41% to 94.75 by 11:09 AM ET (15:09 GMT).
Market sentiment was boosted by indications that on Chinese firms investing in U.S. companies and instead is talking about using a strengthened security review process to deal with the issue.
The dollar reversed losses against the safe haven yen, with rising 0.32% to 110.41, off an earlier low of 109.37.
, a report showed that the U.S. trade deficit narrowed to $64.85 billion in May. Exports rose to $143.6 billion, while imports edged up to $208.4 billion.
Another report showed that while new orders for capital goods fell unexpectedly last month, April’s figure was revised sharply higher.
The Commerce Department said that orders for non-defence goods, excluding aircraft slipped by 0.2% compared to forecasts of a 0.5% increase. April’s figure was revised to show a 2.3% increase, up from the original estimate of a 1% gain.
Also Wednesday, data showed that fell unexpectedly in May.
The euro fell against the stronger dollar, with down 0.47% to 1.1593.
The pound was also lower, with losing 0.59% to trade at 1.3147.
Sterling remained under pressure after incoming Bank of England policymaker Jonathan Haskel said Tuesday there may be more slack in the UK economy, which would weaken the case for interest rate hikes."
545,2018-06-27,"Forex - Dollar Slips, Yen Gains as Trade Fears Weigh","© Reuters. Dollar slips, yen gains as trade fears weigh
Investing.com - The dollar slipped lower against a basket of the other major currencies on Wednesday, as concerns over heightened trade tensions continued to weigh on market sentiment.
The , which measures the greenback’s strength against a basket of six major currencies, slipped 0.11% to 94.26 by 03:19 AM ET (07:19 AM GMT), after gaining 0.45% on Tuesday, snapping four straight sessions of losses.
Easing concerns about had help boost the dollar, but investors remained cautious following further falls in and the yuan overnight amid fears over the prospect of an all-out trade war.
The dollar was lower against the yen, with down 0.26% to 109.76. The Japanese currency is often sought by investors as a safe haven in times of geopolitical tensions and market turmoil.
The euro pushed higher against the softer dollar, with rising 0.16% to 1.1665.
The pound was little changed for the day, with at 1.3228.
The pound ended the previous session down 0.43% against the dollar after incoming Bank of England policymaker Jonathan Haskel said there may be more slack in the UK economy, which would weaken the case for interest rate hikes.
He added that the central bank has scope to cut rates slightly in case of an economic downturn
The trade sensitive Australian and New Zealand dollars were pressured lower, with easing to 0.7386. fell to a seven-month trough of 0.6812 overnight and was last at 0.6822."
546,2018-06-26,Dollar treads water as trade fears cap bounce from two-week low,"© Reuters. FILE PHOTO: Illustration photo of a U.S. Dollar note
By Shinichi Saoshiro
TOKYO (Reuters) - The dollar held steady against a basket of currencies on Wednesday, its earlier bounce from two-week lows flagging amid lingering trade conflict concerns.
The against a basket of six major currencies was steady at 94.652 ( ) after gaining 0.4 percent overnight to snap a four-session losing run.
While a modest easing in concerns over an escalating trade row between the United States and its trade partners had lifted the dollar off a two-week trough of 94.171, wariness lingered and capped the dollar.
Underlining investor caution, equity markets in Asia extended losses and slipped across the board on Wednesday.
""The spat is beginning to have an actual impact on corporate behavior and this is the difference from the earlier stages of the trade row,"" said Koji Fukaya, president at FPG Securities in Tokyo.
""The 'risk off' trend has started to impact corporations in the developed markets, clouding the outlook for their economies and suppressing dollar demand.""
The dollar was 0.1 percent lower at 109.92 yen , after going as high as 110.23 on Tuesday. The yen is often sought in times of market turmoil and political tensions.
""The dollar lacks guidance from U.S. yields, which have been directionless. Furthermore, it is difficult to gauge whether the Trump administration is poised to become even more conservative toward trade issues or if it wants to ease its stance,"" said Masafumi Yamamoto, chief forex strategist at Mizuho Securities in Tokyo.
The 10-year U.S. Treasury note yield ( ) was unchanged at 2.882 percent. The yield has been confined in June to a 15 basis point range after fluctuating by nearly 40 basis points in May, during which it touched a seven-year high of 3.128 percent.
The euro was a shade higher at $1.1657 ( ) after losing 0.5 percent overnight, when a rise in Italian bond yields ahead of debt auctions later this week soured sentiment toward the single currency.
Italy will sell five- and 10-year bonds on Thursday, with the auctions seen as a test of investor appetite for the country's debt following the political turmoil that gripped Rome last month.
Sterling was effectively flat at $1.3224 .
The pound had dropped 0.45 percent on Tuesday after an incoming Bank of England policymaker expressed caution over Britain's readiness for higher interest rates and uncertainty over the impact of Brexit on the economy.
The trade-sensitive Australian dollar was down 0.25 percent at $0.7371 , edging back toward a 13-month low of $0.7345 plumbed last week.
The slipped to a new six-month low of 6.615 per dollar after the People's Bank of China (PBOC) lowered the currency's midpoint for the sixth straight day to its weakest in six months.
The yuan had slumped on Tuesday on expectations that Beijing will let the currency weaken further to soften the impact of trade tariffs imposed by the United States."
547,2018-06-26,Forex - Dollar Edges Higher as Appetite for Safe-Haven Currencies Fade,"© Reuters.
Investing.com – The U.S. dollar rose against its rivals as tentative demand for risk sentiment returned, easing investor appetite for safe-haven currencies, despite heightened trade war fears and bearish U.S. economic data.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, rose by 0.29% to 94.22.
A pair of reports showing consumer confidence and housing data undershot economists' forecasts failed to stifle the greenback as it clawed back some of its recent losses against safe-haven currencies.
The fell to 126.4 in June, while May's reading was revised higher to a reading of 128.8. Economists had expected a reading of 127.6.
The S&P/Case-Shiller 20-city index home price index rose a seasonally adjusted 0.8% in April, and missing economists' forecast for a 6.9% rise.
Safe-haven currencies like the yen and Swiss franc pared some of their recent gains against the dollar as investors continued to pile into U.S. assets, betting the U.S. economy would fare better in an all-out trade war.
rose 0.15% to Y109.94, while tacked on 0.28% to 0.9878.
Investors have added about $40 billion to U.S. equity funds and another $8 billion to U.S bond funds since April to shelter capital from trade war risks, said the Institute of International Finance.
U.S. assets are seen as more secure investments in a trade war as the U.S. economy is less dependent on exports than some of its peers.
, meanwhile, fell 0.30% to $1.1670, while fell 0.30% to $1.3239.
rose 0.08% to C$1.3308 as a rally in oil prices supported the loonie, limiting gains in the currency pair, following reports the United States said countries must stop their purchases of Iranian crude by the start of November or face U.S. sanctions."
548,2018-06-26,Forex - Dollar Rises to Day’s Highs as Demand Creeps Back In,"© Reuters. Dollar rises to day’s highs as demand creeps back in
Investing.com - The dollar rose to the day’s highs against a currency basket on Tuesday as market sentiment recovered a day after mounting trade tensions sparked a selloff in risky assets.
The , which measures the greenback’s strength against a basket of six major currencies, was up 0.32% to 94.25 by 05:51 AM ET (09:51 AM GMT) after ending the previous session down 0.24%.
The greenback had been pressured lower as long-term U.S. Treasury yields slid amid heightened risk aversion in financial markets.
Markets regained composure after remarks by White House trade adviser Monday helped ease some investor concerns about U.S. trade policy.
Navarro indicated that plans to bar Chinese companies from investing in U.S. technology firms won’t be as damaging to the economy as markets are anticipating.
The Treasury Department is due to announce restrictions on Chinese investment in the U.S. by Friday.
Such a move would counter a Chinese initiative to be a global leader in technology and mark another escalation in the trade conflict between Washington and Beijing, following the threat of tit-for-tat tariffs.
Besides the trade dispute with China, U.S. President Donald Trump has ratcheted up trade tensions with the European Union by threatening tariffs on cars imported from the bloc.
The dollar was still a touch lower against the yen, with last at 109.72, having fallen to a two-week low of 109.36 on Monday.
The safe haven yen is often sought by investors in times of geopolitical tensions and market turmoil.
The euro fell to the days lows, with down 0.38% to 1.1658 after edging up to a two-week high of 1.1720 overnight.
Sterling was also lower against the firmer dollar, with sliding 0.35% to 1.3231.
The pound came under pressure after incoming Bank of England policymaker Jonathan Haskel said that there may be more slack in the UK economy, which would weaken the case for interest rate hikes. He added that the central bank has scope to cut rates slightly lower in case of an economic downturn."
549,2018-06-26,Forex - Dollar Steadies as Trade Concerns Ease Somewhat,"© Reuters. Dollar steadies as trade concerns ease somewhat
Investing.com - The dollar steadied against a currency basket on Tuesday as markets regained composure after remarks by White House trade adviser helped ease investor concerns about U.S. trade policy.
The , which measures the greenback’s strength against a basket of six major currencies, edged up to 0.94.00 by 02:50 AM ET (06:50 AM GMT) after ending the previous session down 0.24%.
The greenback had been pressured lower as long-term U.S. Treasury yields slid amid heightened risk aversion in financial markets.
Speaking Monday, Navarro indicated that plans to bar Chinese companies from investing in U.S. technology firms won’t be as damaging to the economy as markets are anticipating.
The Treasury Department is due to announce restrictions on Chinese investment in the U.S. by Friday.
Such a move would counter a Chinese initiative to be a global leader in technology and mark another escalation in the trade conflict between Washington and Beijing, following the threat of tit-for-tat tariffs.
Besides the trade dispute with China, U.S. President Donald Trump has ratcheted up trade tensions with the European Union by threatening tariffs on cars imported from the bloc.
The dollar was a touch lower against the yen, with last at 109.63, having fallen to a two-week low of 109.36 on Monday.
The safe haven yen is often sought by investors in times of geopolitical tensions and market turmoil.
The euro was little changed, with at 1.1699 after edging up to a two-week high of 1.1720 overnight.
Sterling was also holding steady, with at 1.3281."
550,2018-06-25,Forex - U.S. Dollar Skids as Trade War Fears Heat Up,"© Reuters.
Investing.com – The U.S. dollar was on the backfoot Monday, pressured by a rise in safe-haven currencies on fears an escalating trade war between the United States and its trading partners could dampened global growth.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, fell by 0.22% to 93.98.
Reports suggesting the U.S. was drawing up plans to block firms with at least 25% Chinese ownership from buying U.S. companies with industry changing technology, sent markets into risk-off mode, prompting a bid in safe haven currencies like the yen and Swiss franc, stifling the greenback.
fell 0.40% to Y109.53, while fell 0.01% to 0.9878.
The yen and the Swissy are often sought in times of geopolitical tension or market turbulence because both countries have large current account surpluses.
Positive U.S. economic data, showing topped expectations, drew a limited turnaround in risk sentiment.
, meanwhile, rose 0.33% to $1.1692 shrugging off out of Germany that undershot economists' forecasts.
rose 0.38% to C$1.3319 as investor expectations for a Bank of Canada (BoC) rate hike fell amid fears that U.S. auto tariffs could push Canada into recession.
Market-based odds of a rate increase at BoC's announcement on July 11 are now below 50%, down from around 80% a couple of weeks ago, Gluskin Sheff & Associates chief economist David Rosenberg said in a note to clients.
""If President Trump follows through on a threat to add a 25% tariff on auto imports, Rosenberg says, that ""will easily drain a percentage point off of Canadian growth at a time when it is running little better than pace as it is-- making a recession a possible threat,"" Rosenberg added.
rose 0.02% to $1.326."
551,2018-06-25,Forex - Dollar Hits 2-Week Lows vs. Yen as Trade Fears Weigh,"© Reuters. Dollar hits 2-week lows vs. yen as trade fears weigh
Investing.com - The dollar fell to two-week lows against the safe haven yen on Monday as a fresh escalation in tensions between the U.S. and its trading partners sparked a flight to safety.
hit a two-week low of 109.38 overnight and was trading at 109.49 by 10:08 AM GMT (14:08 GMT), off 0.43% for the day.
Market sentiment was hit after the Wall Street Journal reported that U.S. President Donald Trump is from investing in U.S. technology firms and to block additional technology exports to Beijing.
The report added to concerns over the latest flare up in global trade tensions after Trump on Friday threatened to impose a 20% tariff on car imports from the EU.
Trump’s threat came after the EU imposed tariffs on a range of U.S. imports in response to steel and aluminum tariffs from the White House.
The euro was also lower against the yen, with down 0.22% to 127.89.
The single currency pushed higher against the dollar, with rising 0.23% to 1.1681.
The euro had risen against the dollar on Friday, buoyed by data showing that second quarter growth is likely to have been solid and by fresh assurances from Italy’s new government that the country would not leave the euro area.
The , which measures the greenback’s strength against a basket of six major currencies, slid 0.13% to 94.07. The index ended the previous week down 0.63% having retreated from an eleven-month high of 95.22 reached on Thursday.
The pound was a touch higher, with edging up 0.11% to 1.3276.
The commodity linked currencies were broadly lower as gave back some of Friday’s strong gains as trade worries weighed.
Oil prices had risen on Friday after major oil exporters agreed to a modest increase in production.
The Australian dollar was lower, with down 0.52% to 0.7406. The Aussie had fallen to 13-month lows last week amid fears over the U.S. - China trade spat.
The Canadian dollar was also weaker, with climbing 0.32% to 1.3310. The loonie hit a one-year low on Friday amid volatility in oil prices.
Elsewhere, the Turkish lira was slightly lower against the dollar, with rising 0.3% to 4.6913 after having fallen as much as 1.6% earlier.
The lira had initially rallied after Turkish President was re-elected, seeing off strong opposition to tighten his grip on the nation he has ruled for 15 years."
